nconst	name	birthYear	deathYear
nm0547647	Margarida Marinho	1963	
nm0547800	Ken Marino	1968	
nm0548266	Mary Ellen Mark	1940	2015
nm0548297	Tony Mark	1967	
nm0548316	Petros Markaris	1937	
nm0548335	Heidi Jo Markel	1971	
nm0548346	Jodie Markell	1959	
nm0548440	Kika Markham	1940	
nm0548686	Karl Markovics	1963	
nm0548808	Dennis Marks	1932	2006
nm0548848	Howard Marks	1945	2016
nm0548903	Louis Marks	1928	2010
nm0548943	Richard Marks	1943	2018
nm0548956	Rosemary Marks	1948	
nm0549087	Louise Marleau	1944	
nm0549275	Gary Marlowe	1967	
nm0549331	Timothy Marlowe	1974	
nm0549369	Malia Scotch Marmo	1957	
nm0549395	Amanda Marmot	1956	
nm0549443	Edward Marnier	1949	
nm0549505	Marc Maron	1963	
nm0549516	Patrizio Marone	1971	
nm0549526	Kelli Maroney	1965	
nm0549603	Carl Marotte	1959	
nm0549658	Richard Marquand	1937	1987
nm0549682	Peter Marquardt	1964	2014
nm0549815	Christopher Rodriguez Marquette	1984	
nm0549825	Ron Marquette	1964	1994
nm0549826	Sean Marquette	1988	
nm0549995	Johnny Marr	1963	
nm0550059	Vincenzo Marra	1972	
nm0550158	Corinne Marrinan	1974	
nm0550285	Jim Marrs	1943	2017
nm0550301	Mars	1954	
nm0550318	Kenneth Mars	1935	2011
nm0550341	Laure Marsac	1970	
nm0550364	Branford Marsalis	1960	
nm0550368	Wynton Marsalis	1961	
nm0550371	Eddie Marsan	1968	
nm0550410	Marita Marschall	1958	
nm0550452	Matthew Marsden	1973	
nm0550577	Jean Marsh	1934	
nm0550591	Jonah Lisa Dyer	1970	
nm0550624	Matthew Marsh	1954	
nm0550655	Sally Ann Marsh	1972	
nm0550671	Terence Marsh	1931	2018
nm0550728	Alan Marshall	1938	
nm0550875	Erwann Marshall	1974	
nm0550881	Frank Marshall	1946	
nm0550989	Ken Marshall	1950	
nm0550994	Kris Marshall	1973	
nm0551076	Neil Marshall	1970	
nm0551128	Rob Marshall	1960	
nm0551167	Scott Marshall	1969	
nm0551195	Stuart Marshall	1949	1993
nm0551217	Tonie Marshall	1951	2020
nm0551223	Vanessa Marshall	1969	
nm0551289	Blanca Marsillach	1966	
nm0551290	Cristina Marsillach	1963	
nm0551358	Joshua Marston	1968	
nm0551394	Juan Marsé	1933	2020
nm0551431	Marco Martani	1968	
nm0551502	K.C. Martel	1967	
nm0551598	William C. Martell	1957	
nm0551649	Barbara Marten	1947	
nm0551908	Andrea Martin	1947	
nm0551926	Anne-Marie Martin	1957	
nm0551976	Bill Martin	1945	2016
nm0552039	Catherine Martin	1965	
nm0552140	Darnell Martin	1964	
nm0552222	Duane Martin	1965	
nm0552333	George R.R. Martin	1948	
nm0552358	Mars Callahan	1971	
nm0552565	Johnny Martin	1963	
nm0552731	Mardik Martin	1934	2019
nm0552863	Pamela Sue Martin	1953	
nm0552914	Phonso Martin	1956	
nm0553150	Tony Martin	1953	
nm0553179	Vince Martin	1955	
nm0553269	Margo Martindale	1951	
nm0553379	Renzo Martinelli	1948	
nm0553402	Alessandra Martines	1963	
nm0553498	Cliff Martinez	1954	
nm0553648	Olivier Martinez	1966	
nm0553650	Oscar Martínez	1949	
nm0553843	Richard Martini	1955	
nm0553941	Sergio Martino	1938	
nm0553942	Steve Martino	1959	
nm0553982	Carlos Martins Medeiros	1945	
nm0554580	Andreu Martín	1949	
nm0554830	Jorge Martínez de Hoyos	1920	1997
nm0554871	Flavio Martínez Labiano	1962	
nm0555093	Fele Martínez	1975	
nm0555260	Nacho Martínez	1952	1996
nm0555500	Elizabeth Marvel	1969	
nm0555898	Angélica María	1944	
nm0555902	Dulce María	1985	
nm0555968	Mariano Marín	1959	
nm0556130	Pierrino Mascarino	1939	2017
nm0556165	Robert Maschio	1966	
nm0556343	Vladimir Mashkov	1963	
nm0556487	Paul Maslansky	1933	
nm0556612	Bobbie Ann Mason	1940	
nm0556750	Jackie Mason	1928	2021
nm0556789	Judi Ann Mason	1955	2009
nm0556820	Lola Mason	1940	
nm0556850	Marsha Mason	1942	
nm0556928	Robert Mason	1942	
nm0556965	Steve Mason	1954	
nm0557281	Anna Massey	1937	2011
nm0557297	Drew Massey	1968	
nm0557609	Valerio Mastandrea	1972	
nm0557653	Ben Masters	1947	2023
nm0557733	Christopher Masterson	1980	
nm0557751	Peter Masterson	1934	2018
nm0557788	Isabelle Mastorakis	1967	
nm0557789	Nico Mastorakis	1941	
nm0557859	Chiara Mastroianni	1972	
nm0557895	William Mastrosimone	1947	
nm0558017	Patricia Mata	1975	
nm0558062	Eddy Matalon	1934	
nm0558476	Marie Matheron	1959	
nm0558484	James Mathers	1955	
nm0558533	Chris Matheson	1959	
nm0558548	Hans Matheson	1975	
nm0558568	Michele Matheson	1971	
nm0558577	Richard Matheson	1926	2013
nm0558593	Joy Mathew	1961	
nm0558801	Maria Mathiesen	1978	
nm0558822	John Mathieson	1961	
nm0558953	Melissa Mathison	1950	2015
nm0559120	Manolo Matji	1943	
nm0559144	Marlee Matlin	1965	
nm0559192	Jirí Matolín	1937	
nm0559381	Takako Matsu	1977	
nm0559444	Yôji Matsuda	1967	
nm0559452	Yoichi Matsue	1930	2019
nm0559471	Naoko Matsui	1961	
nm0559535	Leiji Matsumoto	1938	
nm0559551	Rica Matsumoto	1968	
nm0559582	Teizô Matsumura	1929	2007
nm0559915	Stuart Matthewman	1960	
nm0559993	DeLane Matthews	1961	
nm0560093	Liesel Matthews	1984	
nm0560249	Peter Matthiessen	1927	2014
nm0560329	Burny Mattinson	1935	
nm0560364	Jenna Mattison	1976	
nm0560478	Robin Mattson	1956	
nm0560596	John Matuszak	1950	1989
nm0560690	Peter Matz	1928	2002
nm0560761	Thomas Mauch	1937	
nm0560795	Roddy Maude-Roxby	1930	
nm0560864	Sharon Maughan	1950	
nm0560894	Nat Mauldin	1963	
nm0560945	Armistead Maupin	1944	
nm0560962	Carmen Maura	1945	
nm0561318	Gørild Mauseth	1972	
nm0561480	Arthur Max	1946	
nm0561676	Chenoa Maxwell	1969	
nm0561809	Roberta Maxwell	1941	
nm0561813	Ron Maxwell	1949	
nm0561879	Bradford May	1951	
nm0561938	Elaine May	1932	
nm0561943	Ernest R. May	1931	2009
nm0561957	Gisela May	1924	2016
nm0562003	Jodhi May	1975	
nm0562137	Ted May	1949	2020
nm0562180	Kyôko Maya	1952	
nm0562201	Rik Mayall	1958	2014
nm0562266	John Maybury	1958	
nm0562554	Val Mayerik	1950	
nm0562577	Paul Mayersberg	1941	
nm0562617	Molly M. Mayeux	1965	
nm0562699	Tony Maylam	1943	
nm0562706	Peter Mayle	1939	2018
nm0562766	John Maynard	1943	
nm0562767	Joyce Maynard	1953	
nm0562775	Mimi Maynard	1949	
nm0563039	Melanie Mayron	1952	
nm0563077	Lyle Mays	1953	2020
nm0563092	Willie Mays	1931	
nm0563150	Sofía Mazagatos	1974	
nm0563301	Craig Mazin	1971	
nm0563434	Jill Mazursky	1965	
nm0563496	Marcello Mazzarella	1963	
nm0563505	Joey Mazzarino	1968	
nm0563615	Frank Mazzola	1935	2015
nm0563810	MC Eiht	1967	
nm0563814	John McKay	1965	
nm0563914	Mike McAlary	1957	1998
nm0563922	Des McAleer	1952	
nm0563930	Peter McAleese	1962	
nm0563932	Peter McAlevey	1956	2014
nm0564028	Andrew McAlpine	1946	
nm0564044	Ray McAnally	1926	1989
nm0564107	Alex McArthur	1957	
nm0564215	James McAvoy	1979	
nm0564277	Chi McBride	1961	
nm0564319	Jim McBride	1941	
nm0564402	Simon McBurney	1957	
nm0564496	Pat McCabe	1955	
nm0564500	Richard McCabe	1960	
nm0564525	Frankie McCafferty	1967	
nm0564559	Valerie McCaffrey	1955	
nm0564627	Dan McCall	1940	2012
nm0564680	Ross McCall	1976	
nm0564760	Nicholas McCallum	1956	
nm0564768	Rick McCallum	1950	
nm0564805	Tom McCamus	1955	
nm0564827	Tim McCanlies	1953	
nm0564857	Donal McCann	1943	1999
nm0564901	Martin McCann	1983	
nm0564928	Tim McCann	1968	
nm0564947	Brian McCardie	1965	
nm0565026	Anthony McCarten	1961	
nm0565029	Brooke McCarter	1963	2015
nm0565092	Cormac McCarthy	1933	
nm0565103	Dennis McCarthy	1945	
nm0565250	Melissa McCarthy	1970	
nm0565319	Sheila McCarthy	1956	
nm0565336	Tom McCarthy	1966	
nm0565366	Jesse McCartney	1987	
nm0565448	Patrick McCarville	1936	
nm0565522	Stephen McCauley	1955	
nm0565569	Stephen McHattie	1947	
nm0565647	Zahn McClarnon	1966	
nm0566013	Marc McClure	1957	
nm0566049	Vicky McClure	1983	
nm0566084	Skye McCole Bartusiak	1992	2014
nm0566089	Stephen McCole	1974	
nm0566100	Hamish McColl	1962	
nm0566133	Chuck McCollum	1958	
nm0566140	Kevin McCollum	1962	
nm0566157	Matt McColm	1965	
nm0566234	Brian McConnachie	1942	
nm0566380	Jonas McCord	1952	
nm0566406	Kevin McCorkle	1958	
nm0566407	Mark McCorkle	1961	
nm0566489	Will McCormack	1974	
nm0566555	Kelly McCormick	1977	
nm0566572	Maureen McCormick	1956	
nm0566659	Emer McCourt	1964	
nm0566660	Frank McCourt	1930	2009
nm0566680	Alec McCowen	1925	2017
nm0566783	Matt McCoy	1956	
nm0566787	Meredith McCoy	1980	
nm0566833	Craig McCracken	1971	
nm0566902	Darius McCrary	1976	
nm0566967	Mike McCready	1966	
nm0566970	Bear McCreary	1979	
nm0566975	Lori McCreary	1961	
nm0567031	Helen McCrory	1968	2021
nm0567204	Julie McCullough	1965	
nm0567307	Doyle McCurley	1960	
nm0567309	Matthew McCurley	1982	
nm0567343	Bill McCutcheon	1924	2002
nm0567356	Martine McCutcheon	1976	
nm0567489	Alice McDermott	1953	
nm0567506	Dean McDermott	1966	
nm0567620	John Michael McDonagh	1967	
nm0567680	Bruce McDonald	1959	
nm0567780	Gregory McDonald	1937	2008
nm0567852	Kevin McDonald	1961	
nm0567912	Michael McDonald	1964	
nm0567945	Peter McDonald	1972	
nm0568174	Michael McDonough	1967	
nm0568180	Neal McDonough	1966	
nm0568313	Michael McDowell	1950	1999
nm0568390	Rob McElhenney	1977	
nm0568394	Maureen McElheron	1950	
nm0568399	Hayley McElhinney	1974	
nm0568421	Brian McElroy	1981	
nm0568434	Jim McElroy	1946	
nm0568496	Jamie McEnnan	1978	
nm0568544	Stephen McEveety	1954	
nm0568559	Barry McEvoy	1967	
nm0568605	Ian McEwan	1948	
nm0568682	Joe McFadden	1975	
nm0568726	Ian McFadyen	1948	
nm0568772	Mike McFarland	1970	
nm0568825	Todd McFarlane	1961	
nm0568951	Mark McGarry	1962	
nm0568974	Seamus McGarvey	1967	
nm0569000	Darren McGavin	1922	2006
nm0569011	Patrick McGaw	1967	
nm0569079	Jack McGee	1949	
nm0569120	Rex McGee	1951	
nm0569226	Bruce McGill	1950	
nm0569239	Everett McGill	1945	
nm0569295	Paul McGillion	1969	
nm0569336	Sean McGinley	1956	
nm0569337	Ted McGinley	1958	
nm0569372	Scott McGinnis	1958	
nm0569458	Michael McGlone	1972	
nm0569568	Jimmy McGovern	1949	
nm0569598	Terence McGovern	1942	
nm0569606	Monica Mcgowan Johnson	1946	2010
nm0569616	Bruce McGowan	1955	
nm0569711	Tom McGowan	1959	
nm0569790	Douglas McGrath	1958	2022
nm0569819	John McGrath	1935	2002
nm0569845	Martin McGrath	1956	
nm0569847	Matt McGrath	1969	
nm0569862	Patrick McGrath	1950	
nm0569891	Tom McGrath	1964	
nm0569927	Melinda McGraw	1963	
nm0569962	Gavin Rossdale	1965	
nm0570077	Michael McGruther	1972	
nm0570082	Mary McGuckian	1965	
nm0570128	Frank McGuinness	1953	
nm0570167	Bruce McGuire	1947	
nm0570364	Joel McHale	1971	
nm0570439	David McHugh	1941	
nm0570532	William McIlvanney	1936	2015
nm0570557	Jay McInerney	1955	
nm0570570	Tim McInnerny	1956	
nm0570598	David Lee McInnis	1973	
nm0570610	Christian McIntire	1964	
nm0570679	Neve McIntosh	1972	
nm0570738	Dennis McIntyre	1942	1990
nm0570834	Jason McLoney	1937	2018
nm0570912	Adam McKay	1968	
nm0571106	Michael McKean	1947	
nm0571188	Lonette McKee	1954	
nm0571343	Chris McKenna	1977	
nm0571346	David McKenna	1968	
nm0571537	Jacqueline McKenzie	1967	
nm0571630	Doug McKeon	1966	
nm0571639	Philip McKeon	1964	2019
nm0571650	Charles McKeown	1946	
nm0571674	Leo McKern	1920	2002
nm0571727	Kevin McKidd	1973	
nm0571828	Padraic McKinley	1974	
nm0571874	Gregory McKinney	1957	1998
nm0571903	Nick McKinney	1965	
nm0571952	Kate McKinnon	1984	
nm0571964	Ray McKinnon	1957	
nm0572014	Sean McKittrick	1975	
nm0572123	Robert McLachlan	1956	
nm0572131	Mary McLaglen	1959	
nm0572229	Malcolm McLaren	1946	2010
nm0572243	Spencer McLaren	1973	
nm0572622	Nick McLean	1941	
nm0572649	Seaton McLean	1955	
nm0572721	Zoe McLellan	1974	
nm0572951	Tom McLoughlin	1950	
nm0572965	Pauline McLynn	1962	
nm0573029	Jim McMahon	1959	
nm0573037	Julian McMahon	1968	
nm0573063	Mitchell McMahon	1981	
nm0573223	Ciarán McMenamin	1975	
nm0573299	Kenneth McMillan	1932	1989
nm0573334	Terry McMillan	1951	
nm0573389	Gerald McMorrow	1970	
nm0573406	Tim McMullan	1963	
nm0573505	Larry McMurtry	1936	2021
nm0573512	Andy McNab	1959	
nm0573618	Kevin McNally	1956	
nm0573644	Terrence E. McNally	1948	
nm0573645	Terrence McNally	1938	2020
nm0573710	Michael McNamara	1953	
nm0573732	Sean McNamara	1962	
nm0573796	John McNaughton	1950	
nm0573819	Julia McNeal	1961	
nm0573862	Ian McNeice	1950	
nm0573926	Scott McNeil	1962	
nm0574217	Conor McPherson	1971	
nm0574433	Frank McRae	1941	2021
nm0574436	Hilton McRae	1949	
nm0574468	Gerald McRaney	1947	
nm0574509	Will McRobb	1961	
nm0574513	Peter McRobbie	1943	
nm0574534	Ian McShane	1942	
nm0574561	Gerard McSorley	1950	
nm0574615	Graham McTavish	1961	
nm0574788	Joss McWilliam	1959	
nm0575198	Anne Meara	1929	2015
nm0575216	Derek Mears	1972	
nm0575293	Irene Mecchi	1949	
nm0575312	Bill Mechanic	1950	
nm0575389	Peter Medak	1937	
nm0575523	Julio Medem	1958	
nm0575530	Suki Medencevic	1963	
nm0575656	Benny Medina	1958	
nm0575726	Juan Carlos Medina	1977	
nm0575782	Teresa Medina	1965	
nm0575804	Enrico Medioli	1925	2017
nm0575817	Joe Medjuck	1943	
nm0575865	Mark Medoff	1940	2019
nm0576015	Geoff Meed	1965	
nm0576070	Thomas Meehan	1929	2017
nm0576088	Jeffrey Meek	1959	
nm0576110	Charles R. Meeker	1942	2021
nm0576169	Meena	1976	
nm0576282	Leslie Megahey	1944	2022
nm0576283	Francis Megahy	1935	2020
nm0576298	Olivier Megaton	1965	
nm0576418	Brad Mehldau	1970	
nm0576438	Marco Mehlitz	1968	
nm0576478	F.C. Mehra	1923	2008
nm0576488	Prakash Mehra	1939	2009
nm0576494	Umesh Mehra	1953	
nm0576543	Ashok Mehta	1947	2012
nm0576554	Hansal Mehta	1968	
nm0576559	Ketan Mehta	1952	
nm0576960	Sharone Meir	1965	
nm0576987	Fernando Meirelles	1955	
nm0577134	Larry Meistrich	1966	
nm0577329	Fred Melamed	1956	
nm0577516	Wendel Meldrum	1954	2021
nm0577560	Christopher Meledandri	1959	
nm0577601	Ron Melendez	1972	
nm0577647	Theodore Melfi	1970	
nm0577713	Antonio Meliande	1945	2016
nm0577805	László Melis	1953	2018
nm0577841	Gilbert Melki	1958	
nm0577944	Elide Melli	1952	
nm0577982	Harry Melling	1989	
nm0578080	Selton Mello	1972	
nm0578110	Eliza Mellor	1961	
nm0578176	Daniel Melnick	1932	2009
nm0578184	Natasha Melnick	1984	
nm0578263	Nuno Melo	1960	2015
nm0578292	Tony Melody	1922	2008
nm0578392	Gregory S. Melton	1959	
nm0578466	Cyron Melville	1984	
nm0578538	Michael Melvoin	1937	2012
nm0578540	Wendy Melvoin	1964	
nm0578766	Marc Menchaca	1975	
nm0578771	Ivan Menchell	1961	
nm0578788	Carlos Mencia	1967	
nm0578814	Barry Mendel	1963	
nm0578833	Stephen Mendel	1953	
nm0578850	Aaron Mendelsohn	1966	
nm0578853	Ben Mendelsohn	1969	
nm0578857	Eric Mendelsohn	1964	
nm0578870	Braddon Mendelson	1961	
nm0578949	Eva Mendes	1974	
nm0579453	Ric Menello	1952	2013
nm0579580	Chris Menges	1940	
nm0579626	Jon Menick	1951	2022
nm0579673	Sally Menke	1953	2010
nm0579678	Alan Menken	1949	
nm0579683	Robin Menken	1946	
nm0579687	David Menkes	1963	
nm0579709	Janine Menlove	1956	
nm0579756	Biju Menon	1970	
nm0579766	Rajiv Menon	1963	
nm0579769	Shweta Menon	1974	
nm0579823	Oleg Menshikov	1960	
nm0579953	Idina Menzel	1971	
nm0580005	Robert Menzies	1955	
nm0580014	Tobias Menzies	1974	
nm0580101	Kad Merad	1964	
nm0580337	Ismail Merchant	1936	2005
nm0580351	Stephen Merchant	1974	
nm0580527	Paul Mercurio	1963	
nm0580618	Michael Meredith	1967	
nm0580669	James Merendino	1969	
nm0580720	Stanislas Merhar	1971	
nm0580726	Joseph Merhi	1953	
nm0580729	E. Elias Merhige	1964	
nm0580794	Ean Mering	1977	
nm0580801	Aitor Merino	1972	
nm0580886	Lee Meriwether	1935	
nm0580924	S. Epatha Merkerson	1952	
nm0581038	Daniela Merlo	1960	
nm0581117	Neil Meron	1955	
nm0581163	Simon Merrells	1965	
nm0581224	Monte Merrick	1949	2015
nm0581277	Dina Merrill	1923	2017
nm0581365	Ryan Merriman	1983	
nm0581378	Clive Merrison	1945	
nm0582111	Kevin J. Messick	1966	
nm0582149	Chris Messina	1974	
nm0582185	Philip Messina	1965	
nm0582257	Johnny Messner	1970	
nm0582338	Ricardo Mestres	1958	
nm0582418	Laurie Metcalf	1955	
nm0582462	Jesse Metcalfe	1978	
nm0582481	Tim Metcalfe	1954	
nm0582533	Pat Metheny	1954	
nm0582635	Alan Metter	1942	2020
nm0582773	Jim Metzler	1951	
nm0582797	Jens Meurer	1963	
nm0582939	Jason Mewes	1974	
nm0582949	Michael Mewshaw	1943	
nm0583275	Michael Meyer	1957	
nm0583292	Nicholas Meyer	1945	
nm0583487	Ari Meyers	1969	
nm0583570	Josh Meyers	1976	
nm0583600	Nancy Meyers	1949	
nm0583612	Randall Meyers	1955	
nm0583654	Hallie Meyers-Shyer	1987	
nm0583675	Menno Meyjes	1954	
nm0583681	Gérard Meylan	1952	
nm0583697	Serge Meynard	1956	
nm0583826	Ben Mezrich	1969	
nm0583856	Giovanna Mezzogiorno	1974	
nm0583951	Robert Miano	1942	
nm0584049	Justine Miceli	1959	
nm0584192	Prince Michael of Greece	1939	
nm0584279	Al Michaels	1944	
nm0584317	David Michaels	1968	
nm0584382	Joel B. Michaels	1938	
nm0584420	Leonard Michaels	1933	2003
nm0584427	Lorne Michaels	1944	
nm0584607	Richard Michalak	1954	
nm0584693	Jason Michas	1972	
nm0584770	Simon Michaël	1950	
nm0584951	Lea Michele	1986	
nm0585002	Helena Michell	1963	
nm0585011	Roger Michell	1956	2021
nm0585034	Julianne Michelle	1984	
nm0585050	Shelley Michelle	1962	
nm0585064	Guy Michelmore	1957	
nm0585098	Claudia Michelsen	1969	
nm0585150	David Michener	1932	2018
nm0585181	John Michie	1956	
nm0585741	Valentine Miele	1970	
nm0585747	Lorenzo Mieli	1973	
nm0585958	Bill Migliore	1970	
nm0586003	Vic Mignogna	1962	
nm0586005	Mike Mignola	1960	
nm0586169	Jovica Mihajlovski	1955	
nm0586198	George Mihalka	1953	
nm0586281	Takashi Miike	1960	
nm0586409	Pawel Mykietyn	1971	
nm0586524	Norihei Miki	1924	1999
nm0586528	Shin'ichirô Miki	1968	
nm0586565	Lars Mikkelsen	1964	
nm0586568	Mads Mikkelsen	1965	
nm0586922	Ron Milbauer	1971	
nm0586969	Arnon Milchan	1944	
nm0587060	Ben Miles	1967	
nm0587234	Sarah Miles	1941	
nm0587396	Christina Milian	1981	
nm0587429	Djordje Milicevic	1942	
nm0587431	Ivana Milicevic	1974	
nm0587518	John Milius	1944	
nm0587669	Gavin Millar	1938	2022
nm0587692	Miles Millar	1970	
nm0587778	David Millbern	1967	
nm0587944	Barry Miller	1958	
nm0587950	Ben Miller	1966	
nm0587955	Bennett Miller	1966	
nm0588040	Carmen M. Miller	1962	
nm0588082	Chris Miller	1942	
nm0588087	Christopher Miller	1975	
nm0588222	Dennis Miller	1953	
nm0588244	Dominic Miller	1960	
nm0588340	Frank Miller	1957	
nm0588458	Harvey Miller	1935	1999
nm0588595	Jeremy Miller	1976	
nm0588626	Joel Miller	1977	
nm0588677	Josh Miller	1955	
nm0588679	Joshua John Miller	1974	
nm0588766	Kristen Miller	1976	
nm0588777	Larry Miller	1953	
nm0588824	Linda L. Miller	1961	
nm0588883	Marcus Miller	1959	
nm0588903	Mark Miller	1924	2022
nm0589182	Rebecca Miller	1962	
nm0589284	Sam Miller	1962	
nm0589505	Wentworth Miller	1972	
nm0589738	Sue Milliken	1940	
nm0589833	Mario Millo	1955	
nm0589896	Alley Mills	1951	
nm0590105	Mark Mills	1963	
nm0590122	Mike Mills	1966	
nm0590360	Paula Milne	1947	
nm0590813	Gilles Mimouni	1956	
nm0590883	Paola Minaccioni	1971	
nm0590915	Masahiko Minami	1961	
nm0591053	Dan Mindel	1958	
nm0591171	Steve Miner	1951	
nm0591352	Birgit Minichmayr	1977	
nm0591373	Vanessa Lachey	1980	
nm0591387	Joseph Minion	1957	
nm0591413	Ben Mink	1951	
nm0591450	Rob Minkoff	1962	
nm0591545	Marvin Minoff	1931	2009
nm0591612	Susan Minot	1956	
nm0591665	Charles Minsky	1946	
nm0591877	Miou-Miou	1950	
nm0592009	Joan Miralles	1946	1993
nm0592073	Claudio Miranda	1965	
nm0592084	Dudu Miranda	1969	
nm0592135	Lin-Manuel Miranda	1980	
nm0592248	Virgil Mirano	1937	2018
nm0592400	David Mirkin	1955	
nm0592436	Brad Mirman	1953	
nm0592537	Stephen Mirrione	1969	
nm0592782	Akhilendra Mishra	1962	
nm0592795	Piyush Mishra	1963	
nm0592799	Sanjay Mishra	1963	
nm0592824	Bob Misiorowski	1944	
nm0592911	Renée Missel	1943	
nm0592923	Dorian Missick	1976	
nm0592945	Marc Missonnier	1970	
nm0592993	Jimi Mistry	1973	
nm0593066	Jacquelyn Mitchard	1953	
nm0593129	Ann Mitchell	1939	
nm0593310	Elizabeth Mitchell	1970	
nm0593370	Gordon Mitchell	1932	2009
nm0593412	James Mitchell	1929	2010
nm0593413	James Mitchell	1948	
nm0593463	John Cameron Mitchell	1963	
nm0593483	Julian Mitchell	1935	
nm0593610	Mike Mitchell	1970	
nm0593664	Radha Mitchell	1973	
nm0593711	Sasha Mitchell	1967	
nm0593819	Ilan Mitchell-Smith	1969	
nm0593838	Ken Mitchroney	1958	
nm0593843	Carrie Mitchum	1965	
nm0593953	Manoj Mitra	1938	
nm0593961	Rhona Mitra	1976	
nm0594073	Ken Mitsuishi	1961	
nm0594074	Kotono Mitsuishi	1967	
nm0594134	Bob Mittenthal	1960	
nm0594271	Akihiro Miwa	1935	
nm0594421	Nobuko Miyamoto	1945	
nm0594427	Shigeru Miyamoto	1952	
nm0594497	Aoi Miyazaki	1985	
nm0594503	Hayao Miyazaki	1941	
nm0594533	Rie Miyazawa	1973	
nm0594540	Kim Miyori	1951	
nm0594624	Moshé Mizrahi	1930	2018
nm0594646	Kaori Mizuhashi	1974	
nm0594655	Asami Mizukawa	1983	
nm0594746	Anne-Marie Miéville	1945	
nm0594753	Juan Miñón	1953	2013
nm0594895	Mo McRae	1982	
nm0594898	Mo'Nique	1967	
nm0594909	Teresa Mo	1960	
nm0594956	Félix Moati	1990	
nm0595062	Federico Moccia	1963	
nm0595193	Anand Modak	1951	2014
nm0595567	Donald Moffat	1930	2018
nm0595590	Steven Moffat	1961	
nm0595664	George Moffly	1955	
nm0595738	Deborah Moggach	1948	
nm0595934	Mohan Babu	1952	
nm0596297	Karen Mok	1970	
nm0596298	Ken Mok	1960	
nm0596365	Peter Mokrosinski	1953	
nm0596407	Hans Petter Moland	1955	
nm0596520	Gerald R. Molen	1935	
nm0596750	Miguel Molina	1963	
nm0596807	Ángela Molina	1955	
nm0596850	Édouard Molinaro	1928	2013
nm0596959	Richard Moll	1943	
nm0596968	Giorgia Moll	1938	
nm0597073	Deborah Mollison	1958	
nm0597125	Mike Molloy	1940	
nm0597167	Stanko Molnar	1947	
nm0597173	Péter Molnár Gál	1936	2011
nm0597223	Janel Moloney	1969	
nm0597232	Paddy Moloney	1938	2021
nm0597300	Cem Molvan	1958	2000
nm0597388	Jason Momoa	1979	
nm0597410	Taylor Momsen	1993	
nm0597480	Dominic Monaghan	1976	
nm0597517	Dan Monahan	1955	
nm0597673	Karen Moncrieff	1963	
nm0597744	Fawnia Mondey	1975	
nm0597812	Andrew Mondshein	1962	
nm0597821	Jon Mone	1976	
nm0597857	Paul Mones	1955	
nm0598159	Lúcia Moniz	1976	
nm0598168	Simon Monjack	1970	2010
nm0598241	Sophie Monk	1979	
nm0598336	Jacques Monnet	1934	
nm0598745	Carolyn Montagu	1942	
nm0598855	Giuliano Montaldo	1930	
nm0598857	Thibault de Montalembert	1962	
nm0598971	Yves Montand	1921	1991
nm0599214	João César Monteiro	1939	2003
nm0599291	Enzo Monteleone	1954	
nm0599328	Donnie Montemarano	1939	
nm0599393	Art Monterastelli	1957	
nm0599624	Jorge Montesi	1949	
nm0599665	Raffaello Monteverde	1942	2021
nm0599828	Karen Montgomery	1949	2015
nm0599863	Monty Montgomery	1963	
nm0599889	Poppy Montgomery	1972	
nm0600027	Anna Maria Monticelli	1952	
nm0600039	Gustavo Montiel Pagés	1954	
nm0600044	Cecilia Montiel	1955	
nm0600143	Vincent Monton	1949	
nm0600528	Rick Moody	1961	
nm0600546	Lukas Moodysson	1969	
nm0600667	Sheri Moon Zombie	1970	
nm0600763	Paul Mooney	1941	2021
nm0600794	Hank Moonjean	1930	2012
nm0600860	Roy Moore	1944	
nm0600872	Alan Moore	1953	
nm0600972	Brian Moore	1921	1999
nm0601105	Deborah Moore	1963	
nm0601210	Frank Moore	1946	
nm0601238	Geoffrey Moore	1966	
nm0601376	Joel David Moore	1977	
nm0601382	John Moore	1970	
nm0601397	John Jay Moore	1928	2018
nm0601465	Kenny Moore	1943	2022
nm0601500	Lennie Moore	1961	
nm0601553	Mandy Moore	1984	
nm0601619	Michael Moore	1954	
nm0601781	Rich Moore	1963	
nm0601822	Ronald D. Moore	1964	
nm0601881	Simon Moore	1958	
nm0601912	Susanna Moore	1945	
nm0601930	Terry Moore	1929	
nm0601952	Thurston Moore	1958	
nm0602104	Jocelyn Moorhouse	1960	
nm0602333	Philippe Mora	1949	
nm0602350	Tiriel Mora	1958	
nm0602455	Hattie Morahan	1978	
